book_id,title,author,genre,published_year,price,stock
378,The Shining (Illustrated Edition),Stephen King,Adventure,1877,10.87,1
379,The Great Gatsby,F. Scott Fitzgerald,Fiction,1989,5.04,87
380,The Da Vinci Code (Revised Edition),Dan Brown,Science Fiction,1986,53.28,59
381,The Da Vinci Code (Anniversary Edition),Dan Brown,Romance,1967,27.12,11
382,The Great Gatsby,F. Scott Fitzgerald,Horror,1906,54.56,42
383,Pride and Prejudice,Jane Austen,Fiction,1919,12.62,18
384,The Book Thief (Anniversary Edition),Markus Zusak,Fantasy,1917,28.24,21
385,The Great Gatsby,F. Scott Fitzgerald,Adventure,2004,55.8,13
386,The Book Thief (Collector Edition),Markus Zusak,Historical Fiction,2003,9.63,73
387,Nineteen Eighty Four  (International Edition),George Orwell,Adventure,1854,42.55,69
388,The Catcher in the Rye (International Edition),J.D. Salinger,Science Fiction,2020,29.39,95
389,Moby-Dick,Herman Melville,Young Adult,1899,50.24,89
390,The Kite Runner,Khaled Hosseini,Thriller,1875,7.94,44
391,The Da Vinci Code (Illustrated Edition),Dan Brown,Romance,1891,15.58,76
392,Moby-Dick,Herman Melville,Science Fiction,2024,20.34,58
393,The Great Gatsby,F. Scott Fitzgerald,Horror,1883,52.8,49
394,The Book Thief (International Edition),Markus Zusak,Non-Fiction,2014,13.28,68
395,The Catcher in the Rye (Collector Edition),J.D. Salinger,Non-Fiction,1964,53.01,42
396,The Road (Anniversary Edition),Cormac McCarthy,Thriller,1897,13.13,56
397,Nineteen Eighty Four  (Collector Edition),George Orwell,Historical Fiction,1921,24.64,64
398,The Name of the Rose (Revised Edition),Umberto Eco,Historical Fiction,1887,32.77,75
399,The Name of the Rose (Revised Edition),Umberto Eco,Mystery,1896,33.87,21
400,The Road (Illustrated Edition),Cormac McCarthy,Biography,1873,43.78,53
401,The Shining (Anniversary Edition),Stephen King,Mystery,1896,40.4,27
402,The Name of the Rose,Umberto Eco,Mystery,2012,40.05,68
403,Moby-Dick (Collector Edition),Herman Melville,Young Adult,1949,54.06,28
404,The Great Gatsby,F. Scott Fitzgerald,Adventure,1982,39.96,61
405,Harry Potter and the Philosopher's Stone,J.K. Rowling,Historical Fiction,1926,13.97,61
406,Dune (Illustrated Edition),Frank Herbert,Biography,1870,7.34,15
407,The Catcher in the Rye,J.D. Salinger,Fiction,1951,47.75,69
408,The Da Vinci Code,Dan Brown,Thriller,1925,57.03,47
409,The Martian (Anniversary Edition),Andy Weir,Romance,1876,44.98,6
410,To Kill a Mockingbird (Anniversary Edition),Harper Lee,Historical Fiction,1936,36.53,41
411,Brave New World,Aldous Huxley,Science Fiction,1932,50.92,15
412,The Great Gatsby (Revised Edition),F. Scott Fitzgerald,Thriller,2015,56.26,47
413,Life of Pi (International Edition),Yann Martel,Fiction,2002,54.65,23
414,The Book Thief (International Edition),Markus Zusak,Thriller,1862,31.97,74
415,Dune,Frank Herbert,Biography,1900,6.95,27
416,Pride and Prejudice (Collector Edition),Jane Austen,Young Adult,1957,12.1,64
417,The Kite Runner,Khaled Hosseini,Horror,1956,43.01,62
418,The Catcher in the Rye (Anniversary Edition),J.D. Salinger,Historical Fiction,1892,39.19,42
419,To Kill a Mockingbird (Collector Edition),Harper Lee,Fiction,1897,38.58,72
420,The Great Gatsby,F. Scott Fitzgerald,Biography,1892,13.07,65
421,The Kite Runner,Khaled Hosseini,Thriller,1867,22.42,39
422,The Hobbit,J.R.R. Tolkien,Horror,1890,10.3,36
423,The Hobbit,J.R.R. Tolkien,Fantasy,1937,36.74,18
424,The Odyssey,Homer,Epic,-700,25.8,57
425,The Road,Cormac McCarthy,Fiction,1870,6.65,20
426,Dune (Illustrated Edition),Frank Herbert,Non-Fiction,1866,19.06,76
427,The Book Thief (Illustrated Edition),Markus Zusak,Fantasy,1937,28.16,76
428,The Great Gatsby (International Edition),F. Scott Fitzgerald,Thriller,1968,16.18,60
429,Harry Potter and the Philosopher's Stone (Revised Edition),J.K. Rowling,Science Fiction,2020,58.37,54
430,Brave New World,Aldous Huxley,Thriller,1868,43.25,78
431,Dune (International Edition),Frank Herbert,Science Fiction,1932,6.66,50
432,Moby-Dick,Herman Melville,Mystery,2005,16.5,16
433,Life of Pi (Anniversary Edition),Yann Martel,Romance,1857,14.4,60
434,The Shining (Revised Edition),Stephen King,Science Fiction,1898,17.64,10
435,Sapiens,Yuval Noah Harari,Biography,1986,55.01,99
436,To Kill a Mockingbird,Harper Lee,Biography,1964,42.87,17
437,Harry Potter and the Philosopher's Stone,J.K. Rowling,Romance,1967,59.45,79
438,The Kite Runner,Khaled Hosseini,Thriller,1971,54.62,47
439,Moby-Dick,Herman Melville,Biography,2017,26.18,37
440,The Great Gatsby,F. Scott Fitzgerald,Romance,1856,45.9,74
441,The Catcher in the Rye (Illustrated Edition),J.D. Salinger,Fiction,1961,24.74,38
442,Moby-Dick,Herman Melville,Science Fiction,1902,10.79,9
443,The Road,Cormac McCarthy,Thriller,1977,9.13,12
444,Sapiens,Yuval Noah Harari,Fantasy,1967,24.33,58
445,The Martian,Andy Weir,Biography,1927,49.5,50
446,The Catcher in the Rye,J.D. Salinger,Fantasy,1883,13.19,55
447,The Alchemist (Revised Edition),Paulo Coelho,Non-Fiction,2004,31.91,57
448,Moby-Dick,Herman Melville,Adventure,1998,11.33,65
449,The Road (Illustrated Edition),Cormac McCarthy,Non-Fiction,1962,57,34
450,Pride and Prejudice,Jane Austen,Adventure,1926,17.65,54
451,The Shining (International Edition),Stephen King,Young Adult,1976,46.92,79
452,Brave New World (Collector Edition),Aldous Huxley,Science Fiction,1872,46.25,48
453,Brave New World,Aldous Huxley,Young Adult,1993,50.09,0
454,The Martian (Collector Edition),Andy Weir,Fantasy,1876,38.94,58
455,The Book Thief,Markus Zusak,Non-Fiction,1900,53.31,52
456,The Catcher in the Rye (Revised Edition),J.D. Salinger,Biography,1969,25.74,19
457,Jane Eyre,Charlotte Bront‰,Classic,1847,29.8,90
458,The Alchemist (Revised Edition),Paulo Coelho,Biography,1977,56.15,58
459,The Road,Cormac McCarthy,Romance,1983,41.22,67
460,The Hobbit,J.R.R. Tolkien,Mystery,1855,22.56,36
461,To Kill a Mockingbird (International Edition),Harper Lee,Historical Fiction,2000,23.92,32
462,The Catcher in the Rye,J.D. Salinger,Fantasy,1951,11.37,46
463,To Kill a Mockingbird (Collector Edition),Harper Lee,Horror,1946,24.93,50
464,The Kite Runner,Khaled Hosseini,Young Adult,1897,19.76,31
465,The Book Thief,Markus Zusak,Science Fiction,1997,36.31,96
466,The Hobbit,J.R.R. Tolkien,Romance,1974,22.67,81
467,Life of Pi,Yann Martel,Thriller,2021,58.94,26
468,The Hobbit,J.R.R. Tolkien,Biography,1872,40.08,77
469,The Hobbit,J.R.R. Tolkien,Historical Fiction,1930,7.04,2
470,Life of Pi,Yann Martel,Fiction,2014,21.57,35
471,Brave New World,Aldous Huxley,Biography,1994,52.3,80
472,The Da Vinci Code (Illustrated Edition),Dan Brown,Fantasy,1952,41.92,96
473,Life of Pi,Yann Martel,Adventure,2013,51.24,81
474,The Hobbit (Revised Edition),J.R.R. Tolkien,Thriller,2000,59.78,43
475,The Martian,Andy Weir,Horror,1882,27.01,40
476,To Kill a Mockingbird (Collector Edition),Harper Lee,Fantasy,1930,44.74,51
477,The Alchemist,Paulo Coelho,Adventure,1975,18.7,71
478,The Alchemist,Paulo Coelho,Biography,1981,30.43,94
479,The Hobbit (Revised Edition),J.R.R. Tolkien,Non-Fiction,1909,33.99,81
480,The Great Gatsby,F. Scott Fitzgerald,Adventure,1936,35.56,1
481,The Shining (International Edition),Stephen King,Fantasy,2004,29.34,47
482,The Shining (Illustrated Edition),Stephen King,Science Fiction,2002,24.99,74
483,Sapiens,Yuval Noah Harari,Science Fiction,1976,18.08,50
484,Life of Pi (Collector Edition),Yann Martel,Historical Fiction,1967,46.45,4
485,The Catcher in the Rye,J.D. Salinger,Adventure,1981,26.04,77
486,Harry Potter and the Philosopher's Stone,J.K. Rowling,Horror,1892,44.05,7
487,Brave New World,Aldous Huxley,Fantasy,2022,31.2,19
488,Dune (Collector Edition),Frank Herbert,Biography,1968,47.25,12
489,The Alchemist,Paulo Coelho,Fiction,1988,56.54,72
490,The Road (Illustrated Edition),Cormac McCarthy,Adventure,1893,11.02,98
491,The Catcher in the Rye (International Edition),J.D. Salinger,Mystery,1893,29.27,83
492,The Hobbit (International Edition),J.R.R. Tolkien,Thriller,1920,57.67,73
493,The Catcher in the Rye (Revised Edition),J.D. Salinger,Biography,1936,5.95,83
494,Dune (International Edition),Frank Herbert,Horror,1953,14.85,82
495,The Catcher in the Rye (Illustrated Edition),J.D. Salinger,Romance,1865,26.28,2
496,The Road,Cormac McCarthy,Historical Fiction,1889,16.12,66
497,The Kite Runner (Anniversary Edition),Khaled Hosseini,Romance,1866,57.97,29
498,The Martian,Andy Weir,Adventure,2021,58.83,95
499,The Road (Illustrated Edition),Cormac McCarthy,Thriller,1873,56.55,90
500,The Da Vinci Code,Dan Brown,Non-Fiction,1881,43.35,59
